position,description,certificate,company,city,sks,period,link,start_intern,end_intern,start_regis,end_regis
Data Science Programmer,Pengembangan inovasi aplikasi smart city dan smart enterprise,Bersertifikat,Citiasia Inc. ,Kota Jakarta Selatan,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/1d463f4f-bcd8-4125-87a9-e0c00f5328dc/9d295f40-a96a-11eb-b34d-7e0867a6abdb,28 Jun 2021,24 Dec 2021,14 Jun 2021,27 Jun 2021
Data Scientist,Agile Management Practice in Digital Ecosystem through TELKOM DDB Internship Program,Bersertifikat,Telkom ,Jakarta/Bandung/online,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/95c5cbf2-68be-4146-9fef-f891db857f3b/248322c3-a9bd-11eb-87b2-c2c15332c25a,02 Aug 2021,31 Jan 2022,15 Jun 2021,31 Jul 2021
Data Scientist,Learning Management For Industri Kreatif,Bersertifikat,MKA ,"Balikpapan, Kalimantan Timur",20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/3dd0e109-3267-4dc3-ad3d-4b2e3cb309ab/e9928e26-a9c8-11eb-b34d-7e0867a6abdb,02 Aug 2021,31 Jan 2022,11 Jun 2021,15 Jul 2021
Data Scientist,-,Bersertifikat,TANIHUB GROUP  ,Kota Jakarta Selatan,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/da32871d-4655-45c1-914f-11e6af8555b8/03d29f58-aecf-11eb-835e-f64c0e044e56,16 Aug 2021,28 Feb 2022,15 Jun 2021,31 Jul 2021
Data Scientist / Data Analyst Intern,"Learning Management for ABM Mining, Engineering & Logistic",Bersertifikat,ABM ,Kota Jakarta Selatan,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/9d58b4f8-33a7-476d-b44c-966e73da4e7b/8444f910-a824-11eb-87b2-c2c15332c25a,02 Aug 2021,31 Jan 2022,01 Jul 2021,31 Jul 2021
Data Scientist Intern,Intro to Python for Data Science Training + Internship,Bersertifikat,Hacktiv8 ,Kota Jakarta Selatan,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/50753d41-eeea-4008-b9d1-b1b09bfbc395/bf20b7ee-a7fa-11eb-b34d-7e0867a6abdb,23 Aug 2021,23 Feb 2022,01 Jun 2021,30 Jun 2021
Desainer Kurikulum,Games Literasi Anak,Bersertifikat,Semua Murid Semua Guru ,Kota Yogyakarta,20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/0cc412e6-5c6a-490d-82d6-c9cb8ae4ebba/17d0c152-a9c6-11eb-b34d-7e0867a6abdb,01 Aug 2021,31 Dec 2021,17 Jun 2021,18 Jul 2021
Desainer Program,Desainer Program Guru Merdeka Belajar,Bersertifikat,Semua Murid Semua Guru ,Online,20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/0cc412e6-5c6a-490d-82d6-c9cb8ae4ebba/8b047935-a9cd-11eb-b34d-7e0867a6abdb,01 Aug 2021,31 Dec 2021,17 Jun 2021,18 Jul 2021
Desainer UIUX,PENGEMBANGAN APLIKASI MOBILE DALAM IMPLEMENTASI ENTERPRISE RESOURCES PLANNING,Bersertifikat,Andromedia ,Surabaya,20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/93969375-80cd-4cdc-b518-690d00bf6d48/a9e42fe9-a913-11eb-b34d-7e0867a6abdb,02 Aug 2021,31 Dec 2021,01 Jun 2021,17 Jul 2021
Desain Grafis,Content Development,Bersertifikat,Telkom ,Kota Jakarta Pusat,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/95c5cbf2-68be-4146-9fef-f891db857f3b/82e10a4f-a9b1-11eb-b34d-7e0867a6abdb,02 Aug 2021,31 Jan 2022,15 Jun 2021,31 Jul 2021
Desain Grafis,Sustainable Community Program,Bersertifikat,Semua Murid Semua Guru ,Seluruh Indonesia,20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/0cc412e6-5c6a-490d-82d6-c9cb8ae4ebba/e2df96d1-a9a0-11eb-87b2-c2c15332c25a,01 Aug 2021,31 Dec 2021,17 Jun 2021,18 Jul 2021
Desain Grafis,Kampung Baru,Bersertifikat,Semua Murid Semua Guru ,DKI Jakarta,20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/0cc412e6-5c6a-490d-82d6-c9cb8ae4ebba/b2e3f369-a9a4-11eb-87b2-c2c15332c25a,01 Aug 2021,31 Dec 2021,17 Jun 2021,18 Jul 2021
Desain Komunikasi Visual ,-,Bersertifikat,Bank BRI ,Kota Jakarta Pusat,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/a78798fb-cfe4-4e23-9d42-a09881f6bf9c/b8c15751-a999-11eb-b34d-7e0867a6abdb,23 Aug 2021,22 Feb 2022,01 Jul 2021,01 Aug 2021
Design Digital / Program Campaign,DIGITALLY TRANSFORMING FUTURE,Bersertifikat,XL Axiata ,Kota Jakarta Selatan,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698/5e7c3077-a939-11eb-b34d-7e0867a6abdb,23 Aug 2021,18 Feb 2022,28 Jun 2021,23 Jul 2021
Designer,Agile Management Practice in Digital Ecosystem through TELKOM DDB Internship Program,Bersertifikat,Telkom ,Jakarta/Bandung/online,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/95c5cbf2-68be-4146-9fef-f891db857f3b/35eee899-a9bf-11eb-87b2-c2c15332c25a,02 Aug 2021,31 Jan 2022,15 Jun 2021,31 Jul 2021
Designer,-,Bersertifikat,Bank BRI ,Kota Jakarta Pusat,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/a78798fb-cfe4-4e23-9d42-a09881f6bf9c/ccc4c6c1-a997-11eb-b34d-7e0867a6abdb,23 Aug 2021,22 Feb 2022,01 Jul 2021,01 Aug 2021
 Designer aplikasi,-,Bersertifikat,Bank BRI ,Kab. Kulon Progo,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/a78798fb-cfe4-4e23-9d42-a09881f6bf9c/faa81899-a982-11eb-87b2-c2c15332c25a,23 Aug 2021,22 Feb 2022,01 Jul 2021,01 Aug 2021
Design Intern ,InternAtCampaign - Engagement and Communication,Bersertifikat,Campaign.com ,Kota Jakarta Selatan,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/d2d37548-9ab8-4a9d-84c6-a9c0359989ba/06208f6c-adbd-11eb-b34d-7e0867a6abdb,01 Aug 2021,31 Jan 2022,01 Jun 2021,31 Jul 2021
Design UI/UX,Learning Management For Industri Kreatif,Bersertifikat,MKA ,"Balikpapan, Kalimantan Timur",20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/3dd0e109-3267-4dc3-ad3d-4b2e3cb309ab/509801ac-a9c7-11eb-87b2-c2c15332c25a,02 Aug 2021,31 Jan 2022,11 Jun 2021,15 Jul 2021
Developer,Agile Management Practice in Digital Ecosystem through TELKOM DDB Internship Program,Bersertifikat,Telkom ,Jakarta/Bandung/online,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/95c5cbf2-68be-4146-9fef-f891db857f3b/9605f4f1-a9be-11eb-b34d-7e0867a6abdb,02 Aug 2021,31 Jan 2022,15 Jun 2021,31 Jul 2021
Developer / Programmer,Robotic Process Automation,Bersertifikat,PT Bank Mandiri (Persero) Tbk ,Kota Jakarta Selatan,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/875a41ac-8ad4-4a1f-9d91-e6afb053ecba/19cb0139-a998-11eb-87b2-c2c15332c25a,01 Sep 2021,28 Feb 2022,01 Jul 2021,31 Aug 2021
Developer Team Intern,#InternAtCampaign - Developer,Bersertifikat,Campaign.com ,Kota Jakarta Selatan,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/d2d37548-9ab8-4a9d-84c6-a9c0359989ba/742aabb4-adbd-11eb-87b2-c2c15332c25a,01 Aug 2021,31 Jan 2022,01 Jun 2021,31 Jul 2021
Device Analytics,DIGITALLY TRANSFORMING FUTURE,Bersertifikat,XL Axiata ,Kota Jakarta Selatan,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698/e7411df7-a937-11eb-87b2-c2c15332c25a,23 Aug 2021,18 Feb 2022,28 Jun 2021,23 Jul 2021
DevOps Engineer Intern,-,Bersertifikat,Traveloka ,Kab. Tangerang,20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/38b1780f-5eac-4fb2-922b-a38c739477e3/a00ed77b-bed4-11eb-a066-2a7182628e2d,02 Aug 2021,31 Dec 2021,14 Jun 2021,23 Jul 2021
DevOps Intern ,The INTERNerary,Bersertifikat,tiket.com ,Kota Jakarta Pusat,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/98eb0aec-3181-4f8c-8b01-25e24af7129b/6623dbac-a97b-11eb-b34d-7e0867a6abdb,09 Aug 2021,14 Feb 2022,28 Jun 2021,26 Jul 2021
Digital Automation Officer,DIGITALLY TRANSFORMING FUTURE,Bersertifikat,XL Axiata ,Kota Jakarta Selatan,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698/b13c9235-a944-11eb-87b2-c2c15332c25a,23 Aug 2021,18 Feb 2022,28 Jun 2021,23 Jul 2021
Digital Commerce,-,Bersertifikat,Paragon Technology and Innovation ,"Jakarta, Bogor, Bandung, Semarang, Jogja, Surabaya",20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/bcdcdee1-cef2-4ed7-b469-12a6ab2740fa/6784584b-a975-11eb-87b2-c2c15332c25a,02 Aug 2021,31 Jan 2022,30 Apr 2021,31 May 2021
Digital Communication Intern,Developing Omni Channel Digital Marketing & Event,Bersertifikat,Kalbe ,Kota Jakarta Pusat,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/ee261620-e398-4939-ae17-ab576c801cbe/bfe7d82b-a9d6-11eb-87b2-c2c15332c25a,23 Aug 2021,28 Feb 2022,01 Jul 2021,30 Jul 2021
Digital Communication Intern,Developing Omni Channel Marketing & Promotion,Bersertifikat,Kalbe ,Kota Jakarta Pusat,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/ee261620-e398-4939-ae17-ab576c801cbe/3951ab90-a9d6-11eb-b34d-7e0867a6abdb,23 Aug 2021,28 Feb 2022,01 Jul 2021,30 Jul 2021
Digital Community Builder - Online Based,Sanggar Rahsa,Bersertifikat,Rahsa Nusantara ,Kota Bandung,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/66c77515-2e44-4273-82d4-2fbf96dbd52b/13608ee4-a8b7-11eb-87b2-c2c15332c25a,23 Aug 2021,20 Feb 2022,07 May 2021,23 Jul 2021
Digital Content,Pembuatan Produk Aplikasi dan Game,Bersertifikat,IT Total Solution ,Kota Yogyakarta,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/791dd098-f884-4cee-b9bf-63d9c11896f1/e8da6864-a702-11eb-ae1a-467b73092628,23 Aug 2021,21 Jan 2022,16 Jun 2021,20 Jul 2021
Digital Content Writer,DIGITALLY TRANSFORMING FUTURE,Bersertifikat,XL Axiata ,Kota Jakarta Selatan,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698/a53e1bab-a938-11eb-b34d-7e0867a6abdb,23 Aug 2021,18 Feb 2022,28 Jun 2021,23 Jul 2021
Digital Customer Care,-,Bersertifikat,Telkomsel ,Kota Jakarta Selatan,20 SKS , 1 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/162aef9f-4662-4465-82d8-7adf85a712f0/75520e42-b243-11eb-b1f3-8a52225fc8c4,25 Aug 2021,14 Sep 2021,07 Jun 2021,30 Jun 2021
Digital Customer Care,-,Bersertifikat,Telkomsel ,Kota Jakarta Selatan,20 SKS,< 1 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/162aef9f-4662-4465-82d8-7adf85a712f0/64cbf649-a8f6-11eb-87b2-c2c15332c25a,15 Sep 2021,17 Sep 2021,07 Jun 2021,30 Jun 2021
Digital Goods Interns,Program Magang Lazada Indonesia Digital Goods Team,Bersertifikat,Lazada ,Kota Jakarta Selatan,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/aed64ced-1c3e-40f4-8c92-3fae1469cbc4/eade2297-a99d-11eb-b34d-7e0867a6abdb,23 Aug 2021,21 Jan 2022,07 Jun 2021,23 Jul 2021
Digital Marketing,BUSINESS DEVELOPMENT,Bersertifikat,Telkom ,Jakarta/Bandung,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/95c5cbf2-68be-4146-9fef-f891db857f3b/2c9ef832-a9bb-11eb-b34d-7e0867a6abdb,02 Aug 2021,31 Jan 2022,15 Jun 2021,30 Jul 2021
Digital Marketing,DigiKnow - Digital Knowledge Management System,Bersertifikat,Telkom ,"Sukasari,  Kota Bandung, Jawa barat",20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/95c5cbf2-68be-4146-9fef-f891db857f3b/2537db66-a9c4-11eb-87b2-c2c15332c25a,02 Aug 2021,31 Jan 2022,15 Jun 2021,31 Jul 2021
Digital Marketing,Vidio Market Acceleration Project,Bersertifikat,Vidio ,Kota Jakarta Pusat,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/8bb8fd87-8e0e-41b8-bcc4-a924fbae04f9/3d4a80be-a95a-11eb-b34d-7e0867a6abdb,02 Aug 2021,31 Jan 2022,07 Jun 2021,23 Jul 2021
Digital Marketing,BUSINESS DEVELOPMENT FOR DIGITAL BUSINESS (MOSHEALTH & MOSTRANS),Bersertifikat,Kalbe ,Kota Jakarta Timur,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/ee261620-e398-4939-ae17-ab576c801cbe/a22c7470-a8e0-11eb-87b2-c2c15332c25a,23 Aug 2021,26 Jan 2022,14 Jun 2021,23 Jul 2021
Digital Marketing,Integrated Learning Management System for Corporate Innovation,Bersertifikat,Telkom ,Kota Bandung,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/95c5cbf2-68be-4146-9fef-f891db857f3b/329ca87f-b921-11eb-b939-1295d60506bc,01 Jul 2021,31 Dec 2021,15 Jun 2021,30 Jun 2021
Digital Marketing,Program Aktivasi Media Sosial,Bersertifikat,Semua Murid Semua Guru ,DKI Jakarta,20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/0cc412e6-5c6a-490d-82d6-c9cb8ae4ebba/69715ddc-b00b-11eb-9935-da7ada3d00eb,01 Aug 2021,31 Dec 2021,17 Jun 2021,18 Jul 2021
Digital Marketing,Pembuatan Produk Aplikasi dan Game,Bersertifikat,IT Total Solution ,Kota Yogyakarta,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/791dd098-f884-4cee-b9bf-63d9c11896f1/1d63fed4-a704-11eb-ae1a-467b73092628,23 Aug 2021,21 Jan 2022,16 Jun 2021,20 Jul 2021
Digital Marketing Analyst,-,Bersertifikat,VOCASIA ,Kota Jakarta Timur,20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/77cde2f6-fa33-4932-8847-83b3414b1877/4ebe2dad-a984-11eb-b34d-7e0867a6abdb,02 Aug 2021,31 Dec 2021,01 Jun 2021,15 Jul 2021
Digital Marketing  Creative ,-,Bersertifikat,VOCASIA ,Kota Jakarta Timur,20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/77cde2f6-fa33-4932-8847-83b3414b1877/2075b5a5-a982-11eb-87b2-c2c15332c25a,02 Aug 2021,31 Dec 2021,01 Jun 2021,15 Jul 2021
Digital Marketing Intern,Global Digital Marketing Optimalization,Bersertifikat,Kalbe ,Kota Jakarta Utara,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/ee261620-e398-4939-ae17-ab576c801cbe/b455b476-a993-11eb-b34d-7e0867a6abdb,02 Aug 2021,28 Feb 2022,16 Jun 2021,31 Jul 2021
Digital Marketing Intern,Fundamental Digital Marketing Training + Internship,Bersertifikat,Hacktiv8 ,Kota Jakarta Selatan,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/50753d41-eeea-4008-b9d1-b1b09bfbc395/5b1f8eb8-a7f9-11eb-b34d-7e0867a6abdb,23 Aug 2021,23 Feb 2022,01 Jun 2021,30 Jun 2021
Digital Marketing & Sales Operation,Digital Management Transformation Internship,Bersertifikat,Learning Indonesia ,"Ngaglik, Sleman D.I.Yogyakarta",20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/29e1edef-3a53-46c0-bd06-9ad3492e33f7/138557ec-a992-11eb-87b2-c2c15332c25a,23 Aug 2021,31 Jan 2022,01 May 2021,31 Jul 2021
Digital Media Ads Optimizer,Pengiklan Digital Untuk Sosial,Bersertifikat,Semua Murid Semua Guru ,DKI Jakarta,20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/0cc412e6-5c6a-490d-82d6-c9cb8ae4ebba/8d8b766c-a9ca-11eb-b34d-7e0867a6abdb,01 Aug 2021,31 Dec 2021,17 Jun 2021,18 Jul 2021
Digital Product Intern,Best In Class Application Journey,Bersertifikat,Bank DBS Indonesia ,DKI Jakarta,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/38814882-af32-4727-a0ee-fb8a36d52243/97e5f7fe-a8c9-11eb-b34d-7e0867a6abdb,23 Aug 2021,21 Feb 2022,28 Jun 2021,23 Jul 2021
Digital & Social Media Analyst,DIGITALLY TRANSFORMING FUTURE,Bersertifikat,XL Axiata ,Kota Jakarta Selatan,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698/46ebf229-a938-11eb-b34d-7e0867a6abdb,23 Aug 2021,18 Feb 2022,28 Jun 2021,23 Jul 2021
Digital Strategist,B2B2C E-COMMERCE SOFTWARE AS A SERVICE,Bersertifikat,Suitmedia ,Work From Home (WFH),20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/8bbe4d2b-fcb8-4bc3-a414-4393f5cb0d1b/02c4b38d-a988-11eb-87b2-c2c15332c25a,01 Aug 2021,31 Jan 2022,01 Jun 2021,30 Jun 2021
DKV Internship,Design Komunikasi Visual Internship,Bersertifikat,BCA ,Kota Jakarta Utara,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/8a7e142f-1562-49c4-865d-26bfc2cb3dfe/359c5815-a9d2-11eb-b34d-7e0867a6abdb,01 Aug 2021,28 Feb 2022,01 Jun 2021,16 Jul 2021
"DSTAR for Business Enabler (Finance, Human Resources, General Secretary, and Information Technology)",Danone Student Apprenticeship Program (DSTAR),Bersertifikat,Danone Indonesia ,Seluruh Indonesia,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/2d06f5f8-656d-4841-b9de-60db7415cf8e/baf3be52-a966-11eb-b34d-7e0867a6abdb,23 Aug 2021,22 Feb 2022,17 Jun 2021,15 Jul 2021
"DSTAR for Commercial (Sales, Marketing, Healthcare Nutrition)",Danone Student Apprenticeship Program (DSTAR),Bersertifikat,Danone Indonesia ,Seluruh Indonesia,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/2d06f5f8-656d-4841-b9de-60db7415cf8e/7b0d37f6-a964-11eb-b34d-7e0867a6abdb,23 Aug 2021,22 Feb 2022,17 Jun 2021,15 Jul 2021
"DSTAR for Operations (Quality & Food Safety, Manufacturing, Supply Chain, Cycles & Procurement, Research & Innovation)",Danone Student Apprenticeship Program (DSTAR),Bersertifikat,Danone Indonesia ,Seluruh Indonesia,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/2d06f5f8-656d-4841-b9de-60db7415cf8e/2d8524e4-a968-11eb-87b2-c2c15332c25a,23 Aug 2021,22 Feb 2022,17 Jun 2021,15 Jul 2021
E-Commerce,E-Commerce Internship Program,Bersertifikat,MAP ,Kota Jakarta Pusat,20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/ee7b0151-ca37-458e-bb5b-48d25f88b664/35151998-a9a5-11eb-87b2-c2c15332c25a,23 Aug 2021,17 Dec 2021,07 Jun 2021,23 Jul 2021
E-Commerce Business Development Intern,-,Bersertifikat,Tokopedia ,Kota Jakarta Selatan,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/e3a5996a-6880-4dcd-ac4f-19e4665228f8/43a37f11-a3ef-11eb-9065-86d9847751a0,01 Jul 2021,31 Dec 2021,15 Jun 2021,15 Jul 2021
E-Commerce Content,E-Commerce Internship Program,Bersertifikat,MAP ,Kota Jakarta Pusat,20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/ee7b0151-ca37-458e-bb5b-48d25f88b664/faacb8ca-a9a5-11eb-b34d-7e0867a6abdb,23 Aug 2021,17 Dec 2021,07 Jun 2021,23 Jul 2021
E-Commerce SCM,E-Commerce Internship Program,Bersertifikat,MAP ,Kota Jakarta Pusat,20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/ee7b0151-ca37-458e-bb5b-48d25f88b664/a2fa0142-a9a5-11eb-87b2-c2c15332c25a,23 Aug 2021,17 Dec 2021,07 Jun 2021,23 Jul 2021
E-Commerce Web Operasional,E-Commerce Internship Program,Bersertifikat,MAP ,Kota Jakarta Pusat,20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/ee7b0151-ca37-458e-bb5b-48d25f88b664/5000f626-a9a6-11eb-87b2-c2c15332c25a,23 Aug 2021,17 Dec 2021,07 Jun 2021,23 Jul 2021
"Ekonomi dan Keuangan Digital : Researcher, Data Analyst, Data Engineer ",Proyek/ Riset Bank Indonesia,Bersertifikat,Kampus Merdeka Bank Indonesia (KMBI) ,Kota Jakarta Pusat,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/f2442434-987b-4f9b-b5c0-6484f5d82530/f3d03067-ad49-11eb-87b2-c2c15332c25a,16 Aug 2021,17 Jan 2022,15 Jun 2021,15 Jul 2021
"Ekonomi Internasional dan Keuangan: Financial Analyst, Data Analyst, Data Engineer ",Proyek/ Riset Bank Indonesia,Bersertifikat,Kampus Merdeka Bank Indonesia (KMBI) ,Kota Jakarta Pusat,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/f2442434-987b-4f9b-b5c0-6484f5d82530/8731ebbd-ad49-11eb-87b2-c2c15332c25a,16 Aug 2021,17 Jan 2022,15 Jun 2021,15 Jul 2021
e-Learning Intern ,COMPETENCY-BASED LEARNING MANAGEMENT FOR KALBE – PHARMA MARKETING DIVISION,Bersertifikat,Kalbe ,Kota Jakarta Pusat,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/ee261620-e398-4939-ae17-ab576c801cbe/04a214ca-a9ab-11eb-87b2-c2c15332c25a,02 Aug 2021,28 Feb 2022,01 Jul 2021,30 Jul 2021
E-modul Developer,E-Module Development for Learning Management System Course,Bersertifikat,Kalbe ,Kab. Bekasi,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/ee261620-e398-4939-ae17-ab576c801cbe/1e46df1c-a9ae-11eb-b34d-7e0867a6abdb,23 Aug 2021,28 Feb 2022,01 Jul 2021,30 Jul 2021
Employee Experience Intern,Zenius Internship Program 2021,Bersertifikat,Zenius ,"Graha Aktiva, Kuningan Timur, Setiabudi, Jakarta Selatan",20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/261f4d66-aa98-41a5-a213-a079764411a7/35707e1b-a8cb-11eb-b34d-7e0867a6abdb,02 Aug 2021,31 Dec 2021,15 Jun 2021,15 Jul 2021
Employer Branding,-,Bersertifikat,Paragon Technology and Innovation ,Kota Jakarta Selatan,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/bcdcdee1-cef2-4ed7-b469-12a6ab2740fa/38802cdc-a964-11eb-b34d-7e0867a6abdb,02 Aug 2021,31 Jan 2022,30 Apr 2021,31 May 2021
Employer Branding Survey Intern,Employer Branding Project,Bersertifikat,Bank CIMB Niaga ,di rumah,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/7ee6d215-9ad2-4565-81c1-555e8efb1360/56c304f1-a99f-11eb-87b2-c2c15332c25a,23 Aug 2021,22 Feb 2022,14 Jun 2021,31 Jul 2021
Engagement and Satisfaction Survey Specialist,Information Technology for Managing People,Bersertifikat,Barata Indonesia ,Kab. Gresik,20 SKS , 4 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/0a63bb44-3acf-4c41-bfa5-d7db5b87a658/34ad5f3a-a967-11eb-b34d-7e0867a6abdb,02 Aug 2021,31 Dec 2021,15 Jun 2021,15 Jul 2021
Engagement & Culture Intern,Improving Culture & Employer Branding in Kalbe Consumer Health (KCH),Bersertifikat,Kalbe ,Kota Jakarta Utara,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/ee261620-e398-4939-ae17-ab576c801cbe/84793b1f-a998-11eb-87b2-c2c15332c25a,02 Aug 2021,28 Feb 2022,16 Jun 2021,31 Jul 2021
Engineer,Agile Management Practice in Digital Ecosystem through TELKOM DDB Internship Program,Bersertifikat,Telkom ,Jakarta/Bandung/online,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/95c5cbf2-68be-4146-9fef-f891db857f3b/cef455b0-a9bf-11eb-87b2-c2c15332c25a,02 Aug 2021,31 Jan 2022,15 Jun 2021,31 Jul 2021
Engineering,Vidio Market Acceleration Project,Bersertifikat,Vidio ,Kota Jakarta Pusat,20 SKS , 5 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/8bb8fd87-8e0e-41b8-bcc4-a924fbae04f9/2c4a7951-a968-11eb-b34d-7e0867a6abdb,02 Aug 2021,31 Jan 2022,07 Jun 2021,23 Jul 2021
"Engineering, Product, and Data Analytics",Grab Campus Apprenticeship,Bersertifikat,Grab Indonesia ,Kota Jakarta Selatan,20 SKS , 6 bulan,https://kampusmerdeka.kemdikbud.go.id/program/magang/browse/887a705c-2e58-4790-ab7a-188fde3943ae/a477d795-a818-11eb-b34d-7e0867a6abdb,23 Aug 2021,18 Feb 2022,07 Jun 2021,25 Jun 2021
